time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-14T04:36:30.050Z,-5.6225,110.1835,545.67,5.1,mb,,34,1.44,0.93,us,us100088t6,2017-06-07T00:33:38.040Z,"111 km NNW of Batang, Indonesia",earthquake,8.4,4.6,0.048,142,reviewed,us,us
2017-03-14T12:36:43.310Z,-21.0127,170.068,127,5.6,mww,,16,2.654,0.92,us,us100088vp,2022-05-03T19:52:13.841Z,"182 km SSE of Isangel, Vanuatu",earthquake,7.9,1.8,0.078,16,reviewed,us,us
2017-03-16T08:08:05.730Z,-24.1491,-66.8574,176.64,5.1,mww,,25,2.428,1.02,us,us20008sfi,2017-06-07T00:33:41.040Z,"55 km W of San Antonio de los Cobres, Argentina",earthquake,6.8,4.5,0.05,39,reviewed,us,us
2017-03-16T08:29:14.070Z,-23.7171,179.1573,536.75,5,mb,,58,6.031,0.64,us,us20008sfq,2017-06-07T00:33:41.040Z,"south of the Fiji Islands",earthquake,9.9,7.5,0.063,81,reviewed,us,us
2017-03-17T10:18:40.290Z,-23.5759,-176.7743,115,5.4,mww,,38,5.74,1.23,us,us20008sn9,2017-06-07T00:33:42.040Z,"south of the Fiji Islands",earthquake,8.2,1.8,0.062,25,reviewed,us,us
2017-03-17T14:52:55.730Z,-6.5203,129.7592,180.94,5.1,mb,,37,2.108,1.17,us,us20008spm,2017-06-07T00:33:42.040Z,"Banda Sea",earthquake,8.1,6.4,0.109,27,reviewed,us,us
2017-03-18T00:31:03.090Z,-59.5714,-28.0146,227.39,5.3,mb,,38,15.069,0.66,us,us20008swu,2017-06-07T00:33:43.040Z,"South Sandwich Islands region",earthquake,10.1,4.4,0.043,181,reviewed,us,us
2017-03-20T15:55:57.160Z,-7.6145,128.1917,105.18,5,mb,,38,3.1,0.9,us,us20008tbj,2017-06-12T19:46:51.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.5,5,0.067,72,reviewed,us,us
2017-03-21T15:01:59.240Z,-21.5765,-68.4588,125.05,5.1,mww,,29,0.76,0.8,us,us20008tjf,2017-06-12T19:46:52.040Z,"108 km NNE of Calama, Chile",earthquake,6.4,5.1,0.075,17,reviewed,us,us
2017-03-21T23:10:25.150Z,-8.4915,115.3233,111.71,5.6,mww,,17,1.158,1.11,us,us20008tme,2023-03-15T22:42:48.907Z,"6 km ENE of Ubud, Indonesia",earthquake,6.9,3,0.066,22,reviewed,us,us
2017-03-22T08:02:27.300Z,-6.7078,129.7661,140.38,5.1,mb,,32,1.978,1.19,us,us20008tp8,2017-06-12T19:46:53.040Z,"Banda Sea",earthquake,4.1,6.2,0.066,74,reviewed,us,us
2017-03-26T19:14:36.310Z,-7.017,129.8016,122.02,5.1,mb,,68,1.767,1.12,us,us20008uur,2017-06-16T23:07:57.040Z,"Kepulauan Babar, Indonesia",earthquake,7.4,5,0.06,89,reviewed,us,us
2017-03-29T03:30:26.400Z,2.7872,125.9815,111.88,5.2,mww,,30,2.434,0.75,us,us20008vh5,2017-06-16T23:08:01.040Z,"182 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,6.7,4.5,0.089,12,reviewed,us,us
2017-03-29T08:20:12.110Z,0.0513,123.3717,137.95,5,mb,,32,1.24,0.97,us,us20008vk1,2017-06-16T23:08:01.040Z,"63 km SSE of Gorontalo, Indonesia",earthquake,7.3,4.8,0.045,157,reviewed,us,us
2017-04-05T22:17:43.400Z,-19.0206,169.5787,253,5.6,mww,,20,2.809,0.82,us,us10008f2b,2022-05-03T18:15:28.384Z,"65 km NNE of Isangel, Vanuatu",earthquake,8,1.8,0.08,15,reviewed,us,us
2017-04-13T17:05:55.930Z,-18.2279,-178.1683,502.06,5.8,mww,,19,3.628,1.15,us,us10008hbv,2022-05-03T18:26:04.646Z,"266 km E of Levuka, Fiji",earthquake,9.4,3.3,0.073,18,reviewed,us,us
2017-04-14T18:03:23.760Z,-22.5109,-68.6594,106.09,5.3,mww,,48,0.253,0.91,us,us10008hmb,2017-07-05T18:10:00.040Z,"27 km ESE of Calama, Chile",earthquake,6.1,4,0.068,21,reviewed,us,us
2017-04-15T08:19:43.390Z,-23.2653,-67.7225,155,6.3,mww,,24,1.273,1.14,us,us10008hu2,2022-05-03T18:58:06.274Z,"62 km SE of San Pedro de Atacama, Chile",earthquake,6.5,1.9,0.035,78,reviewed,us,us
2017-04-17T21:38:51.400Z,52.1249,157.4969,127.91,5,mb,,65,0.992,0.83,us,us10008ige,2017-07-11T01:48:35.040Z,"98 km NE of Ozernovskiy, Russia",earthquake,8.1,4.2,0.026,490,reviewed,us,us
2017-04-17T23:04:36.490Z,36.5405,70.8619,194.44,5.1,mb,,30,0.627,0.73,us,us10008igs,2017-07-11T01:48:35.040Z,"36 km S of Jurm, Afghanistan",earthquake,5.5,4,0.033,301,reviewed,us,us
2017-04-18T01:48:43.360Z,-21.774,-68.3456,112.76,5,mwr,,31,0.833,0.98,us,us10008ihl,2017-07-11T01:48:35.040Z,"96 km NE of Calama, Chile",earthquake,6.3,4.1,0.047,43,reviewed,us,us
2017-04-18T17:11:47.030Z,-18.0877,-178.369,628,6,mww,,37,3.423,1.1,us,us10008iph,2022-05-03T18:30:17.830Z,"245 km E of Levuka, Fiji",earthquake,8.2,1.8,0.071,19,reviewed,us,us
2017-04-20T21:24:27.290Z,-27.5238,-67.214,119.2,5.1,mwr,,27,1.839,0.7,us,us10008je7,2017-07-11T01:48:39.040Z,"19 km W of La Puerta de San José, Argentina",earthquake,6.2,4,0.068,21,reviewed,us,us
2017-04-26T17:31:13.820Z,-17.9167,-178.4967,567.7,5,mb,,73,3.291,0.93,us,us10008l2y,2017-07-21T02:32:07.040Z,"232 km E of Levuka, Fiji",earthquake,10.8,5.2,0.027,433,reviewed,us,us
2017-04-26T18:12:32.360Z,-19.7031,-69.3496,104.68,5.4,mww,,86,0.15,1.04,us,us10008l3j,2017-07-21T02:32:07.040Z,"101 km NE of Iquique, Chile",earthquake,5.5,3.3,0.06,27,reviewed,us,us
2017-04-29T22:33:33.370Z,-10.1669,161.2976,112.48,5.1,mb,,56,1.514,0.74,us,us10008m3n,2017-07-21T02:32:12.040Z,"75 km WNW of Kirakira, Solomon Islands",earthquake,8.9,5,0.052,118,reviewed,us,us
2017-04-29T23:49:17.870Z,18.6554,145.6294,200.03,5.1,mb,,12,5.09,0.76,us,us10008m4b,2017-07-21T02:32:12.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.3,4.8,0.037,235,reviewed,us,us
2017-04-30T01:57:22.160Z,21.2987,121.8285,105.5,5.2,mww,,52,1.663,0.86,us,us10008m4p,2017-07-29T03:16:08.040Z,"95 km N of Basco, Philippines",earthquake,7.9,4.3,0.078,16,reviewed,us,us
2017-05-03T05:09:53.800Z,-59.8077,-27.4014,134.36,5,mb,,52,8.664,0.61,us,us10008nqa,2017-07-29T03:16:17.040Z,"South Sandwich Islands region",earthquake,10.9,6,0.078,53,reviewed,us,us
2017-05-04T02:28:58.360Z,-8.5791,-74.3591,154.8,5.3,mww,,71,1.842,0.9,us,us10008p44,2017-07-29T03:16:19.040Z,"28 km SE of San Fernando, Peru",earthquake,6.2,4.4,0.063,24,reviewed,us,us
2017-05-06T09:52:28.780Z,36.6476,71.5463,400.57,5,mb,,33,0.885,0.83,us,us10008q25,2021-11-07T11:33:04.716Z,"4 km SSE of Ashk?sham, Afghanistan",earthquake,7.7,4.4,0.032,318,reviewed,us,us
2017-05-09T13:52:10.940Z,-14.5884,167.3767,169,6.8,mww,,19,7.495,0.97,us,us10008qsb,2022-05-03T19:54:48.147Z,"59 km NNE of Port-Olry, Vanuatu",earthquake,8.7,1.9,0.052,35,reviewed,us,us
2017-05-09T19:15:49.900Z,25.7369,125.1296,116.83,5.1,mww,,27,2.299,0.98,us,us10008qyg,2017-08-01T23:02:23.040Z,"104 km N of Hirara, Japan",earthquake,5.5,3.8,0.075,17,reviewed,us,us
2017-05-09T19:52:13.930Z,13.6487,144.9481,124.6,5.4,mww,,20,0.097,0.82,us,us10008qyt,2022-05-03T18:26:50.437Z,"14 km NNE of Yigo Village, Guam",earthquake,8.2,2.4,0.078,16,reviewed,us,us
2017-05-10T00:10:06.060Z,-15.6245,167.6019,124.51,5,mb,,39,5.826,0.95,us,us10008r0y,2017-08-01T23:02:23.040Z,"48 km ESE of Luganville, Vanuatu",earthquake,9.5,5,0.058,96,reviewed,us,us
2017-05-14T19:44:25.160Z,-20.8287,-68.711,116,5.7,mww,,27,0.756,1.35,us,us10008sfd,2022-05-03T18:59:21.592Z,"164 km ESE of Iquique, Chile",earthquake,5.7,1.9,0.061,26,reviewed,us,us
2017-05-16T15:29:14.480Z,-23.7723,-177.6057,210.27,5.1,mb,,47,5.458,0.8,us,us10008squ,2022-05-03T19:51:23.980Z,"south of the Fiji Islands",earthquake,8.8,4.7,0.034,290,reviewed,us,us
2017-05-18T23:45:42.630Z,-32.6542,-67.2938,166.23,5,mb,,27,1.616,0.7,us,us10008tg7,2017-08-05T03:32:11.040Z,"79 km W of Villa General Roca, Argentina",earthquake,7,5.1,0.025,493,reviewed,us,us
2017-05-20T01:06:14.250Z,9.3818,123.9537,533,6,mww,,28,2.804,0.99,us,us10008tp0,2022-05-03T18:42:48.074Z,"25 km S of Alburquerque, Philippines",earthquake,8,1.9,0.042,55,reviewed,us,us
2017-05-20T17:58:46.470Z,17.0514,-94.088,144,5.7,mww,,36,0.762,1.35,us,us10008tuw,2022-05-03T19:31:52.835Z,"21 km SE of La Horqueta (Poblado Doce), Mexico",earthquake,5.1,1.7,0.031,97,reviewed,us,us
2017-05-25T00:07:00.740Z,17.0225,-94.1568,140.06,5.3,mww,,69,0.699,1.21,us,us10008uyj,2017-08-10T01:34:01.040Z,"21 km SSE of La Horqueta (Poblado Doce), Mexico",earthquake,5.2,3.5,0.038,66,reviewed,us,us
2017-05-25T06:02:20.140Z,-22.3132,-176.3299,127,5.6,mww,,31,6.966,0.89,us,us10008v90,2022-05-03T18:59:35.378Z,"172 km SW of Vaini, Tonga",earthquake,8.9,1.9,0.063,24,reviewed,us,us
2017-05-26T06:27:30.540Z,-21.036,-178.677,561.79,5,mb,,59,4.499,1.01,us,us10008vfc,2017-08-10T01:34:03.040Z,"Fiji region",earthquake,10.8,6.9,0.058,96,reviewed,us,us
2017-05-26T19:29:45.400Z,-7.4303,128.202,151.05,5.1,mb,,23,3.117,0.78,us,us10008vkq,2017-08-10T01:34:03.040Z,"179 km NE of Lospalos, Timor Leste",earthquake,7.3,4.8,0.053,115,reviewed,us,us
2017-05-30T10:24:43.470Z,-12.1209,167.2326,257.42,5.2,mb,,44,7.637,0.71,us,us10008we5,2017-08-15T02:26:47.040Z,"197 km N of Sola, Vanuatu",earthquake,9.2,5.1,0.027,451,reviewed,us,us
2017-05-31T06:29:31.530Z,19.0797,145.8362,117.83,5.5,mww,,14,5.537,1.06,us,us10008wst,2022-05-03T18:59:37.751Z,"Maug Islands region, Northern Mariana Islands",earthquake,8.7,4.2,0.069,20,reviewed,us,us
2017-05-31T06:31:13.670Z,-6.9264,129.4845,138.2,5.2,mb,,67,2.082,1.07,us,us20009l4k,2017-08-15T02:26:49.040Z,"Banda Sea",earthquake,9.1,8.2,0.144,19,reviewed,us,us
2017-06-02T23:48:17.940Z,-4.7348,145.1363,192.85,5.9,mww,,13,6.881,0.64,us,us20009jdx,2022-05-03T18:59:40.122Z,"90 km NW of Madang, Papua New Guinea",earthquake,7.8,4,0.103,9,reviewed,us,us
2017-06-03T22:21:45.110Z,-21.8985,-68.6933,105.45,5.1,mww,,25,0.519,0.86,us,us20009kja,2017-08-15T02:26:53.040Z,"66 km NNE of Calama, Chile",earthquake,3.6,4.2,0.08,15,reviewed,us,us
2017-06-07T21:07:45.620Z,-17.7931,-178.8103,540.11,5,mb,,28,2.989,0.86,us,us20009l6m,2017-08-16T02:42:19.040Z,"200 km E of Levuka, Fiji",earthquake,9.7,5.5,0.047,145,reviewed,us,us
2017-06-08T14:01:10.010Z,-7.9961,-75.8571,108.72,5.2,mww,,55,3.134,1.06,us,us20009lbk,2017-08-16T02:42:20.040Z,"76 km ENE of Tocache, Peru",earthquake,6,3.8,0.052,35,reviewed,us,us
2017-06-11T11:48:07.050Z,-14.9084,167.3527,132.57,5,mb,,52,5.837,0.81,us,us20009lue,2017-08-18T23:13:22.040Z,"33 km ENE of Port-Olry, Vanuatu",earthquake,7.3,6.2,0.086,43,reviewed,us,us
2017-06-15T03:11:06.560Z,19.7878,122.5013,187.24,5.1,mww,,38,3.293,0.74,us,us20009mk9,2017-08-18T23:13:28.040Z,"91 km SE of Basco, Philippines",earthquake,7.6,5.1,0.059,28,reviewed,us,us
2017-06-17T16:37:22.760Z,-16.2165,167.8688,176.7,5,mb,,62,4.575,1.22,us,us20009na7,2017-08-18T23:13:32.040Z,"50 km ESE of Lakatoro, Vanuatu",earthquake,9.7,6.8,0.072,61,reviewed,us,us
2017-06-17T22:26:02.010Z,-24.0927,179.6041,511,6.1,mww,,13,5.585,0.83,us,us20009nc2,2024-01-17T21:10:48.769Z,"south of the Fiji Islands",earthquake,9,1.9,0.053,34,reviewed,us,us
2017-06-19T09:15:45.460Z,-20.7488,-176.5421,278,5.9,mww,,38,5.915,1.37,us,us20009nju,2022-05-03T19:51:29.027Z,"145 km WNW of Haveluloto, Tonga",earthquake,8,1.9,0.066,22,reviewed,us,us
2017-06-20T11:41:23.760Z,-6.083,130.5343,135.14,5,mb,,37,2.034,0.87,us,us20009npc,2017-08-23T16:35:45.040Z,"Banda Sea",earthquake,6.7,4.7,0.056,103,reviewed,us,us
2017-06-21T19:20:27.490Z,52.1764,179.4232,159.3,5,mb,,43,0.277,0.97,us,us20009nwi,2023-08-08T19:38:33.227Z,"272 km W of Adak, Alaska",earthquake,7.3,4.9,0.026,454,reviewed,us,us
2017-06-22T03:41:20.660Z,-24.146,-66.9686,168.13,5,mwr,,55,1.626,0.81,us,us20009nz9,2017-08-23T16:35:46.040Z,"66 km W of San Antonio de los Cobres, Argentina",earthquake,8.4,7.4,,,reviewed,us,guc
2017-06-23T10:00:52.200Z,-39.3845,-71.8027,115.45,5,mww,,28,0.324,0.86,us,us20009p84,2021-03-10T23:29:37.070Z,"17 km SE of Pucón, Chile",earthquake,5.1,2.9,0.068,21,reviewed,us,us
2017-06-25T23:30:40.200Z,36.4357,70.6732,207.15,5.2,mww,,24,0.693,0.68,us,us20009pnr,2017-09-27T02:03:12.040Z,"49 km SSW of Jurm, Afghanistan",earthquake,5.1,3,0.062,25,reviewed,us,us
2017-06-27T00:14:37.290Z,-24.7909,-177.2158,132,5.5,mww,,27,4.481,0.96,us,us20009psx,2022-05-03T18:59:49.548Z,"south of the Fiji Islands",earthquake,8.1,1.8,0.083,14,reviewed,us,us
2017-06-27T01:05:03.090Z,2.1323,128.3321,173.11,5,mb,,65,1.66,0.74,us,us20009pt8,2017-09-27T02:03:14.040Z,"57 km NE of Tobelo, Indonesia",earthquake,7.5,5,0.045,158,reviewed,us,us
2017-06-29T07:03:11.040Z,-31.1253,179.9257,404.82,6,mww,,52,2.638,0.83,us,us1000954z,2022-05-03T19:51:30.247Z,"Kermadec Islands region",earthquake,9.3,3.6,0.052,35,reviewed,us,us
2017-07-02T15:52:58.410Z,-21.8389,-68.5987,108.03,5.4,mww,,29,0.599,0.63,us,us100095vj,2017-10-03T00:47:45.040Z,"76 km NNE of Calama, Chile",earthquake,6.8,3.8,0.08,15,reviewed,us,us
2017-07-06T09:44:48.220Z,-12.3594,166.812,128.95,5.2,mb,,37,7.339,0.72,us,us10009772,2017-10-03T00:47:51.040Z,"185 km NNW of Sola, Vanuatu",earthquake,7.9,4.2,0.032,315,reviewed,us,us
2017-07-11T01:24:32.110Z,2.7455,98.9789,146.54,5.4,mww,,23,0.075,0.92,us,us100098p4,2022-05-03T18:59:57.653Z,"10 km NNE of Parapat, Indonesia",earthquake,6.4,4.3,0.066,22,reviewed,us,us
2017-07-11T13:35:57.760Z,46.1609,142.9266,342.35,5,mb,,113,0.806,0.9,us,us100098sf,2017-10-06T23:56:14.040Z,"53 km SSE of Korsakov, Russia",earthquake,8.4,4.6,0.022,667,reviewed,us,us
2017-07-12T19:48:07.810Z,40.8551,131.6637,545,5.9,mww,,25,3.35,1.02,us,us20009vsi,2022-05-03T18:33:31.530Z,"179 km ESE of Hoemul-li, North Korea",earthquake,8,1.9,0.045,48,reviewed,us,us
2017-07-15T12:12:21.490Z,0.4098,121.9844,113,5.9,mww,,15,1.389,1.07,us,us20009wjw,2022-08-07T11:57:00.842Z,"120 km W of Gorontalo, Indonesia",earthquake,6.9,1.8,0.053,34,reviewed,us,us
2017-07-19T13:59:38.800Z,36.3061,70.92,112.57,5,mb,,60,0.863,0.91,us,us20009y1x,2022-08-07T11:51:26.532Z,"62 km S of Jurm, Afghanistan",earthquake,5.5,5.1,0.067,72,reviewed,us,us
2017-07-28T06:56:17.040Z,-16.1631,168.085,154.4,5.1,mb,,188,4.658,0.9,us,us2000a22u,2017-10-14T00:19:44.040Z,"71 km E of Lakatoro, Vanuatu",earthquake,11.8,7,0.096,35,reviewed,us,us
2017-07-30T03:30:40.140Z,-21.0144,-178.6514,575,5,mb,,35,4.5,1,us,us2000a2m0,2022-05-03T19:00:17.205Z,"Fiji region",earthquake,9.4,1.9,0.03,360,reviewed,us,us
2017-07-31T14:00:27.450Z,-2.6718,102.2422,158.65,5.1,mb,,76,1.822,0.75,us,us2000a2vm,2017-10-18T01:54:11.040Z,"93 km NNW of Curup, Indonesia",earthquake,5.5,4.9,0.058,95,reviewed,us,us
2017-08-01T06:13:56.430Z,-28.545,-68.8943,110,5.6,mww,,24,1.246,1.14,us,us2000a34a,2022-08-07T13:27:52.119Z,"71 km WNW of Vinchina, Argentina",earthquake,6.2,1.8,0.059,28,reviewed,us,us
2017-08-01T09:39:59.360Z,-6.0165,154.5623,405.35,5.1,mb,,18,3.044,0.69,us,us2000a363,2017-10-18T01:54:13.040Z,"107 km WNW of Panguna, Papua New Guinea",earthquake,9.3,5.1,0.034,288,reviewed,us,us
2017-08-10T00:43:19.030Z,9.498,124.0866,524.62,5,mb,,21,2.828,0.91,us,us2000a6rc,2017-10-25T00:38:06.040Z,"16 km SSE of Loboc, Philippines",earthquake,9,5.8,0.046,153,reviewed,us,us
2017-08-11T05:28:25.790Z,14.0065,120.7391,172,6.2,mww,,17,0.214,0.81,us,us2000a77i,2022-08-07T14:27:26.455Z,"1 km SE of Tuy, Philippines",earthquake,6.6,1.9,0.045,47,reviewed,us,us
2017-08-11T23:57:10.100Z,-28.0917,-67.3529,116.53,5,mww,,27,2.599,0.75,us,us2000a7hj,2017-10-25T00:38:09.040Z,"21 km E of Tinogasta, Argentina",earthquake,6.5,4.7,0.068,21,reviewed,us,us
2017-08-13T12:18:13.860Z,-19.0231,169.579,264.16,5.1,mb,,32,2.808,0.78,us,us2000a7sb,2017-11-14T01:42:05.040Z,"65 km NNE of Isangel, Vanuatu",earthquake,9.2,5.5,0.056,106,reviewed,us,us
2017-08-16T12:51:25.870Z,28.6737,127.9007,198,5.7,mww,,29,1.86,1.14,us,us2000a8qf,2022-08-07T14:55:15.987Z,"158 km WNW of Naze, Japan",earthquake,4.8,1.9,0.046,45,reviewed,us,us
2017-08-19T02:00:52.550Z,-17.9609,-178.8406,544,6.4,mww,,10,2.966,0.96,us,us2000a9n1,2022-05-03T19:55:32.136Z,"195 km E of Levuka, Fiji",earthquake,8.1,1.9,0.046,46,reviewed,us,us
2017-08-25T07:27:11.940Z,36.4191,71.3353,110.81,5.1,mb,,59,0.932,1.13,us,us2000abl2,2022-08-07T15:34:14.516Z,"34 km SSW of Ashk?sham, Afghanistan",earthquake,6,6,0.05,129,reviewed,us,us
2017-08-29T07:00:12.820Z,52.0862,156.9832,141.69,5,mb,,117,1.113,0.77,us,us2000acrz,2017-11-28T18:33:52.040Z,"73 km NNE of Ozernovskiy, Russia",earthquake,10,6.9,0.052,121,reviewed,us,us
2017-09-04T04:43:28.800Z,21.6306,142.9883,309.39,5,mb,,46,5.49,0.81,us,us2000afe1,2017-12-07T20:00:09.040Z,"Mariana Islands region",earthquake,9.1,5.6,0.029,382,reviewed,us,us
2017-09-05T02:50:01.300Z,-16.2437,167.9781,181.33,5.5,mww,,25,4.563,0.69,us,us2000aful,2022-05-03T18:38:26.236Z,"62 km ESE of Lakatoro, Vanuatu",earthquake,8.2,4,0.062,25,reviewed,us,us
2017-09-07T17:26:49.320Z,27.7829,139.8041,451,6.1,mww,,20,2.223,1.15,us,us2000ahlq,2022-08-07T16:43:34.777Z,"Bonin Islands, Japan region",earthquake,9.1,1.9,0.052,36,reviewed,us,us
2017-09-07T17:36:15.020Z,-25.7528,-179.9352,480.25,5,mb,,73,3.908,0.82,us,us2000ahm8,2022-05-03T18:36:24.497Z,"south of the Fiji Islands",earthquake,8.1,5.6,0.054,109,reviewed,us,us
2017-09-08T05:11:19.550Z,2.4289,128.5159,235.24,5,mb,,80,2.007,0.74,us,us2000arqv,2017-12-07T20:00:20.040Z,"95 km NE of Tobelo, Indonesia",earthquake,7.8,8.3,0.094,36,reviewed,us,us
2017-09-09T12:03:41.220Z,-22.4613,-66.1912,229.58,5.2,mww,,26,1.899,0.79,us,us2000aitr,2017-12-07T20:00:27.040Z,"58 km WNW of Abra Pampa, Argentina",earthquake,8,5.2,0.065,23,reviewed,us,us
2017-09-14T17:41:27.690Z,18.6881,145.7467,166,5.8,mww,,15,5.139,0.93,us,us2000amk5,2022-08-07T17:30:13.172Z,"Pagan region, Northern Mariana Islands",earthquake,7.7,1.9,0.053,34,reviewed,us,us
2017-09-15T12:37:01.400Z,1.5765,99.5043,158.57,5,mb,,47,1.252,0.76,us,us2000an8s,2017-12-13T02:29:45.040Z,"33 km NE of Padangsidempuan, Indonesia",earthquake,6.9,4.9,0.064,78,reviewed,us,us
2017-09-19T20:14:18.150Z,-5.5684,150.836,100.12,5.2,mb,,91,1.725,0.97,us,us2000ar6y,2017-12-19T01:54:06.040Z,"77 km E of Kimbe, Papua New Guinea",earthquake,8,7.1,0.052,123,reviewed,us,us
2017-09-20T05:26:10.090Z,-16.293,-71.2327,106.18,5.3,mww,,68,2.234,1.19,us,us2000arh1,2022-08-07T18:06:56.151Z,"21 km ENE of Chiguata, Peru",earthquake,7.7,4.3,0.055,32,reviewed,us,us
2017-09-20T20:09:49.610Z,-18.7854,169.0946,197,6.4,mww,,18,2.641,0.99,us,us2000as2f,2022-08-07T18:11:00.253Z,"85 km NNW of Isangel, Vanuatu",earthquake,7.6,1.9,0.05,39,reviewed,us,us
2017-09-20T23:59:24.900Z,-6.1113,113.024,588,5.7,mww,,13,2.597,1.17,us,us2000as7r,2022-08-07T18:12:40.191Z,"108 km NNE of Bangkalan, Indonesia",earthquake,7.9,1.8,0.06,27,reviewed,us,us
2017-09-21T00:05:20.640Z,-18.3371,-175.3937,212.73,5,mb,,74,5.232,0.94,us,us2000as7z,2017-12-19T01:54:09.040Z,"152 km WNW of Neiafu, Tonga",earthquake,10,4.3,0.063,80,reviewed,us,us
2017-09-23T13:30:31.980Z,13.6372,120.8302,165.98,5,mb,,65,8.808,0.8,us,us2000atke,2022-08-07T18:24:40.774Z,"5 km WSW of Tingloy, Philippines",earthquake,9.8,5.6,0.053,112,reviewed,us,us
2017-09-23T17:25:53.160Z,-30.7504,-68.9583,116.97,5,mww,,79,0.826,0.98,us,us2000atms,2017-12-19T01:54:14.040Z,"60 km SSW of San José de Jáchal, Argentina",earthquake,5.7,4.6,0.066,22,reviewed,us,us
2017-09-25T18:10:43.200Z,-5.9298,106.3876,150.05,5.1,mb,,35,3.446,1.15,us,us2000aufz,2017-12-22T21:56:22.040Z,"22 km N of Kresek, Indonesia",earthquake,8.3,5,0.067,73,reviewed,us,us
2017-09-25T22:07:03.500Z,0.8223,124.3318,219.8,5,mb,,28,2.421,0.88,us,us2000aunh,2017-12-22T21:56:22.040Z,"75 km SW of Tomohon, Indonesia",earthquake,3.5,6.1,0.041,188,reviewed,us,us
2017-09-26T21:29:06.440Z,-23.5728,-179.9169,540.84,5.4,mww,,46,5.923,0.77,us,us2000av40,2022-05-03T18:38:31.726Z,"south of the Fiji Islands",earthquake,9.6,5.5,0.11,8,reviewed,us,us
2017-09-28T23:11:17.050Z,-24.8583,-179.7865,456.57,5.4,mww,,18,4.672,1.03,us,us2000aw9p,2022-05-03T19:32:45.890Z,"south of the Fiji Islands",earthquake,8.6,4.7,0.078,16,reviewed,us,us
2017-10-01T01:35:25.240Z,7.5275,-73.148,128.61,5.1,mww,,30,2.83,0.9,us,us2000axct,2018-01-03T01:54:41.040Z,"8 km NE of El Playón, Colombia",earthquake,4.9,3.6,0.052,35,reviewed,us,us
2017-10-05T08:11:36.970Z,-22.3793,-68.5172,110.18,5.5,mww,,32,0.432,1.04,us,us2000b1c3,2022-05-03T18:38:33.921Z,"42 km ENE of Calama, Chile",earthquake,4.6,3.1,0.078,16,reviewed,us,us
2017-10-06T11:29:01.290Z,-6.8702,155.9343,100.95,5,mww,,54,4.6,0.75,us,us2000b1xz,2018-01-03T01:54:48.040Z,"78 km SE of Panguna, Papua New Guinea",earthquake,7.9,5.1,0.086,13,reviewed,us,us
2017-10-07T09:26:13.120Z,-1.7015,-77.9133,137.9,5.2,mww,,30,0.977,1.08,us,us2000b2fc,2022-08-07T19:31:28.877Z,"5 km E of Palora, Ecuador",earthquake,6.7,4.1,0.05,38,reviewed,us,us
2017-10-08T22:34:33.490Z,52.3909,176.7691,119,6.5,mww,,11,1.154,0.81,us,us2000b2vq,2023-08-10T13:53:17.709Z,"247 km ESE of Attu Station, Alaska",earthquake,3.5,1.7,0.043,51,reviewed,us,us
2017-10-12T18:59:09.030Z,-30.9939,-65.6186,165.65,5.5,mww,,19,2.323,1.1,us,us1000aqwn,2022-05-03T19:41:13.394Z,"45 km SSW of Serrezuela, Argentina",earthquake,7,4,0.056,31,reviewed,us,us
2017-10-14T23:34:09.380Z,30.9307,130.3087,148.09,5,mww,,49,0.589,0.66,us,us1000ascl,2018-01-09T02:15:01.040Z,"37 km S of Makurazaki, Japan",earthquake,7,4.4,0.059,28,reviewed,us,us
2017-10-17T09:53:42.710Z,-20.5701,-175.5348,131.57,5.1,mb,,39,5.484,1.39,us,us1000at83,2018-01-11T02:22:04.040Z,"71 km NNW of Nuku‘alofa, Tonga",earthquake,8.1,5,0.029,376,reviewed,us,us
2017-10-18T16:44:35.180Z,-5.562,147.1812,193,5.6,mww,,17,3.5,0.79,us,us1000atrw,2022-05-03T19:52:52.452Z,"130 km N of Lae, Papua New Guinea",earthquake,7.6,1.9,0.058,29,reviewed,us,us
2017-10-20T02:21:59.870Z,-5.6353,147.2574,182.1,5.3,mww,,15,3.569,0.79,us,us1000auft,2018-01-11T02:22:08.040Z,"121 km NNW of Finschhafen, Papua New Guinea",earthquake,5.6,4.1,0.073,18,reviewed,us,us
2017-10-21T16:35:38.170Z,-15.6598,167.8527,117.77,5,mb,,146,5.122,1.26,us,us1000av8z,2018-01-11T02:22:10.040Z,"66 km NE of Norsup, Vanuatu",earthquake,7.9,6.9,0.091,39,reviewed,us,us
2017-10-22T14:21:01.450Z,14.0002,120.7252,209.39,5.4,mww,,21,0.228,0.81,us,us1000avnl,2022-08-07T20:19:40.549Z,"0 km NNW of Putol, Philippines",earthquake,6.6,2.7,0.046,45,reviewed,us,us
2017-10-24T10:47:47.860Z,-7.2168,123.0735,553.81,6.7,mww,,16,1.634,0.97,us,us1000aw8q,2022-05-03T18:39:26.957Z,"181 km NNE of Maumere, Indonesia",earthquake,8.6,3.1,0.046,46,reviewed,us,us
